date,source,source_group,tipo,pronostico,quota,probabilita_stimata,prob_calibrata,stake_old,stake_new,edge_new,low_value,esito,pl,pl_old,pl_new,delta_pl
2026-03-07,C_dg35,C-derivati,GOL,Over 2.5,1.65,67.0,64.81,3,3,6.94,False,False,-1.0,-3.0,-3.0,0.0
2026-03-07,A+S,A+S,DOPPIA_CHANCE,X2,1.43,56.3,84.17,9,10,20.36,False,True,0.43,3.87,4.3,0.4299999999999997
2026-03-07,C_mg,C-derivati,GOL,MG 3-5,1.87,61.7,64.81,2,6,21.19,False,False,-1.0,-2.0,-6.0,-4.0
2026-03-07,C_screm,C-derivati,GOL,Over 2.5,1.55,74.0,55.0,6,1,-14.75,True,False,-1.0,-6.0,-1.0,5.0
2026-03-07,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.36,42.0,57.61,1,1,-21.65,True,True,0.36,0.36,0.36,0.0
2026-03-08,C,C,SEGNO,1,1.62,59.0,60.55,10,1,-1.91,True,True,0.62,6.2,0.62,-5.58
2026-03-08,A,A,GOL,Under 2.5,1.92,60.4,62.5,5,5,20.0,False,True,3.68,18.400000000000002,18.400000000000002,0.0
2026-03-08,C,C,SEGNO,1,2.05,72.0,57.89,8,4,18.67,False,False,-5.0,-40.0,-20.0,20.0
2026-03-08,A+S,A+S,GOL,Over 2.5,1.65,60.4,66.38,7,4,9.53,False,True,0.65,4.55,2.6,-1.9499999999999997
2026-03-08,C,C,SEGNO,1,1.85,45.0,42.86,5,1,-20.71,True,True,0.85,4.25,0.85,-3.4
2026-03-08,C,C,SEGNO,1,1.85,81.0,67.35,10,7,24.6,False,True,5.95,59.5,41.65,-17.85
2026-03-08,C,C,SEGNO,1,1.62,51.0,60.55,7,1,-1.91,True,True,0.62,4.34,0.62,-3.7199999999999998
2026-03-08,A+S,A+S,GOL,Over 2.5,1.55,58.8,61.32,7,1,-4.95,True,True,0.55,3.8500000000000005,0.55,-3.3000000000000007
2026-03-08,C_hw_mc_conv,C-derivati,GOL,Over 1.5,1.35,75.0,55.0,10,1,-25.75,True,True,0.35,3.5,0.35,-3.15
2026-03-08,C,C,GOL,Goal,1.57,71.0,69.86,7,4,9.68,False,True,1.14,7.9799999999999995,4.56,-3.42
2026-03-08,A+S,A+S,GOL,Over 2.5,1.53,63.8,66.38,5,1,1.56,False,True,0.53,2.6500000000000004,0.53,-2.12
2026-03-08,C_screm,C-derivati,DOPPIA_CHANCE,X2,2.11,60.0,63.64,8,8,34.28,False,True,1.11,8.88,8.88,0.0
2026-03-08,C,C,SEGNO,2,2.0,79.0,57.89,1,4,15.78,False,True,7.0,7.0,28.0,21.0
2026-03-08,C,C,SEGNO,1,2.0,44.0,42.86,1,1,-14.28,True,True,1.0,1.0,1.0,0.0
2026-03-08,C,C,SEGNO,2,2.05,55.0,60.55,2,6,24.13,False,True,1.05,2.1,6.300000000000001,4.200000000000001
2026-03-08,A,A,GOL,Under 2.5,2.15,51.0,63.16,4,8,35.79,False,True,2.3,9.2,18.4,9.2
2026-03-08,C,C,SEGNO,1,1.85,75.0,57.89,9,2,7.1,False,True,4.25,38.25,8.5,-29.75
2026-03-08,A+S,A+S,GOL,Over 2.5,1.65,55.9,61.32,7,1,1.18,False,True,0.65,4.55,0.65,-3.9
2026-03-08,C,C,SEGNO,1,1.62,72.0,57.89,8,1,-6.22,True,False,-3.0,-24.0,-3.0,21.0
2026-03-08,C,C,GOL,Goal,1.7,76.0,69.86,5,7,18.76,False,False,-5.0,-25.0,-35.0,-10.0
2026-03-08,C,C,GOL,Goal,1.7,71.0,69.86,7,7,18.76,False,True,2.1,14.700000000000001,14.700000000000001,0.0
2026-03-08,A,A,GOL,Under 2.5,1.48,65.8,62.5,5,1,-7.5,True,True,0.48,2.4,0.48,-1.92
2026-03-08,C,C,SEGNO,2,1.5,81.0,67.35,10,1,1.03,False,True,2.5,25.0,2.5,-22.5
2026-03-08,C,C,GOL,Goal,1.7,81.0,61.08,4,1,3.84,False,False,-6.0,-24.0,-6.0,18.0
2026-03-08,C_mg,C-derivati,GOL,MG 1-2,1.57,55.9,70.13,2,4,10.1,False,True,0.57,1.14,2.28,1.14
2026-03-08,C_screm,C-derivati,DOPPIA_CHANCE,X2,2.17,47.0,57.61,5,5,25.01,False,True,1.17,5.85,5.85,0.0
2026-03-08,A+S,A+S,GOL,Over 2.5,1.45,59.1,61.32,3,1,-11.09,True,False,-1.0,-3.0,-1.0,2.0
2026-03-08,C,C,SEGNO,2,4.75,47.0,42.86,5,7,103.58,False,False,-3.0,-15.0,-21.0,-6.0
2026-03-08,C,C,GOL,Goal,1.67,68.0,55.32,3,1,-7.62,True,True,1.34,4.0200000000000005,1.34,-2.6800000000000006
2026-03-08,C_dg35,C-derivati,GOL,Over 2.5,1.5,77.0,55.0,5,1,-17.5,True,False,-1.0,-5.0,-1.0,4.0
2026-03-08,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.52,50.0,70.77,4,4,7.57,False,False,-1.0,-4.0,-4.0,0.0
2026-03-08,C,C,SEGNO,1,1.67,88.0,67.35,8,5,12.47,False,True,5.36,42.88,26.8,-16.080000000000002
2026-03-08,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.73,49.0,57.61,4,1,-0.33,True,False,-1.0,-4.0,-1.0,3.0
2026-03-08,C,C,SEGNO,1,1.57,82.0,67.35,10,3,5.74,False,False,-6.0,-60.0,-18.0,42.0
2026-03-08,C,C,GOL,Goal,1.5,67.0,55.32,3,1,-17.02,True,True,0.5,1.5,0.5,-1.0
2026-03-08,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.46,56.0,70.77,2,2,3.32,False,True,0.46,0.92,0.92,0.0
2026-03-08,C,C,SEGNO,1,1.85,52.0,60.55,7,4,12.02,False,True,0.85,5.95,3.4,-2.5500000000000003
2026-03-08,C_screm,C-derivati,GOL,Over 1.5,1.38,54.0,70.13,1,1,-3.22,True,False,-1.0,-1.0,-1.0,0.0
2026-03-08,C,C,SEGNO,2,1.9,90.0,67.35,10,8,27.96,False,True,8.1,81.0,64.8,-16.200000000000003
2026-03-08,C,C,SEGNO,1,2.05,59.0,60.55,10,6,24.13,False,True,2.1,21.0,12.600000000000001,-8.399999999999999
2026-03-08,C_combo96,C-derivati,DOPPIA_CHANCE,X2,2.21,47.0,57.61,5,6,27.32,False,False,-1.0,-5.0,-6.0,-1.0
2026-03-08,C,C,SEGNO,2,1.91,70.0,57.89,9,3,10.57,False,False,-4.0,-36.0,-12.0,24.0
2026-03-08,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.36,46.0,57.61,5,1,-21.65,True,False,-1.0,-5.0,-1.0,4.0
2026-03-08,A+S,A+S,GOL,Over 2.5,1.55,67.4,66.38,5,1,2.89,False,True,1.1,5.5,1.1,-4.4
2026-03-08,A,A,GOL,Under 2.5,1.45,59.8,63.16,7,1,-8.42,True,True,0.45,3.15,0.45,-2.6999999999999997
2026-03-08,C,C,SEGNO,1,1.53,68.0,60.61,9,1,-7.27,True,False,-1.0,-9.0,-1.0,8.0
2026-03-08,A+S,A+S,GOL,Over 2.5,1.6,52.4,61.32,4,1,-1.89,True,True,0.6,2.4,0.6,-1.7999999999999998
2026-03-08,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.72,44.0,57.61,1,1,-0.91,True,False,-1.0,-1.0,-1.0,0.0
2026-03-08,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.74,71.0,51.11,9,1,-11.07,True,True,0.74,6.66,0.74,-5.92
2026-03-08,C_mg,C-derivati,GOL,MG 2-3,1.88,46.8,63.5,2,6,19.37,False,False,-1.0,-2.0,-6.0,-4.0
2026-03-08,C,C,SEGNO,1,2.05,51.0,60.55,7,6,24.13,False,False,-1.0,-7.0,-6.0,1.0
2026-03-08,C_screm,C-derivati,GOL,Goal,1.6,76.0,55.0,5,1,-12.0,True,False,-1.0,-5.0,-1.0,4.0
2026-03-09,A+S,A+S,GOL,Over 2.5,1.65,55.9,61.32,6,1,1.18,False,False,-1.0,-6.0,-1.0,5.0
2026-03-09,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.69,75.0,51.11,9,1,-13.62,True,False,-1.0,-9.0,-1.0,8.0
2026-03-09,C,C,SEGNO,1,1.57,59.0,60.55,10,1,-4.94,True,True,0.57,5.699999999999999,0.57,-5.129999999999999
2026-03-09,C_screm,C-derivati,GOL,Over 1.5,1.4,63.0,64.81,4,1,-9.27,True,True,0.4,1.6,0.4,-1.2000000000000002
2026-03-09,C_mg,C-derivati,GOL,MG 1-2,1.62,54.5,70.13,4,5,13.61,False,True,0.62,2.48,3.1,0.6200000000000001
2026-03-09,MC_hw,C-derivati,SEGNO,1,2.25,75.0,42.11,2,1,-5.25,True,False,-4.0,-8.0,-4.0,4.0
2026-03-09,C,C,GOL,Goal,1.95,70.0,69.86,7,10,36.23,False,False,-4.0,-28.0,-40.0,-12.0
2026-03-09,C_mc_conv,C-derivati,GOL,Over 1.5,1.4,57.0,70.13,2,1,-1.82,True,True,0.4,0.8,0.4,-0.4
2026-03-09,C_mg,C-derivati,GOL,MG 1-2,1.62,54.5,70.13,2,5,13.61,False,False,-1.0,-2.0,-5.0,-3.0
2026-03-09,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.67,57.0,70.77,10,7,18.19,False,False,-1.0,-10.0,-7.0,3.0
2026-03-09,A+S,A+S,GOL,Over 2.5,1.57,55.6,61.32,7,1,-3.73,True,True,0.57,3.9899999999999998,0.57,-3.42
2026-03-09,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.6,52.0,70.77,7,6,13.23,False,False,-1.0,-7.0,-6.0,1.0
2026-03-09,C,C,GOL,Goal,1.67,73.0,69.86,6,6,16.67,False,True,2.68,16.080000000000002,16.080000000000002,0.0
2026-03-09,C,C,GOL,Goal,1.73,69.0,55.32,7,1,-4.3,True,True,2.19,15.33,2.19,-13.14
2026-03-10,S,S,GOL,Goal,1.35,75.0,68.21,5,1,-7.92,True,True,0.35,1.75,0.35,-1.4
2026-03-10,C,C,GOL,Goal,1.65,79.0,69.86,8,6,15.27,False,True,3.25,26.0,19.5,-6.5
2026-03-10,A+S,A+S,DOPPIA_CHANCE,X2,1.4237288135593222,88.0,65.42,9,1,-6.86,True,True,1.27,11.43,1.27,-10.16
2026-03-10,C_hw,C-derivati,SEGNO,1,2.55,75.0,42.11,1,1,7.38,False,False,-4.0,-4.0,-4.0,0.0
2026-03-10,C_mg,C-derivati,GOL,MG 1-2,1.56,56.5,70.13,4,4,9.4,False,False,-1.0,-4.0,-4.0,0.0
2026-03-10,C,C,SEGNO,2,4.0,71.0,57.89,9,10,131.56,False,False,-7.0,-63.0,-70.0,-7.0
2026-03-10,C,C,GOL,Goal,1.8,60.0,55.32,2,1,-0.42,True,False,-1.0,-2.0,-1.0,1.0
2026-03-10,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.84,71.0,51.11,9,1,-5.96,True,False,-1.0,-9.0,-1.0,8.0
2026-03-10,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.5,45.0,57.61,5,1,-13.59,True,True,0.5,2.5,0.5,-2.0
2026-03-11,C_screm,C-derivati,GOL,Over 2.5,1.63,79.0,55.0,8,1,-10.35,True,True,0.63,5.04,0.63,-4.41
2026-03-11,A+S,A+S,DOPPIA_CHANCE,X2,1.42,55.9,84.17,9,10,19.52,False,True,0.42,3.78,4.2,0.4200000000000004
2026-03-11,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.46,43.0,57.61,1,1,-15.89,True,False,-1.0,-1.0,-1.0,0.0
2026-03-11,A,A,GOL,Under 2.5,1.4,71.1,84.56,4,10,18.39,False,True,0.4,1.6,4.0,2.4
2026-03-11,C,C,GOL,Goal,2.0,58.0,44.83,2,1,-10.34,True,False,-1.0,-2.0,-1.0,1.0
2026-03-11,C_mg,C-derivati,GOL,MG 1-2,1.55,56.9,70.13,4,4,8.7,False,False,-1.0,-4.0,-4.0,0.0
2026-03-11,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.84,41.0,57.61,3,2,6.0,False,True,0.84,2.52,1.68,-0.8400000000000001
2026-03-11,C_screm,C-derivati,GOL,Over 1.5,1.43,46.0,63.5,5,1,-9.2,True,True,0.43,2.15,0.43,-1.72
2026-03-11,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.49,52.0,70.77,7,3,5.45,False,True,0.49,3.4299999999999997,1.47,-1.9599999999999997
2026-03-11,A,A,GOL,Under 2.5,1.43,67.7,62.5,5,1,-10.63,True,True,0.43,2.15,0.43,-1.72
2026-03-12,C,C,SEGNO,1,1.95,50.0,60.55,4,5,18.07,False,False,-1.0,-4.0,-5.0,-1.0
2026-03-12,C,C,SEGNO,1,1.57,67.0,60.61,9,1,-4.84,True,True,0.57,5.13,0.57,-4.56
2026-03-12,A+S,A+S,DOPPIA_CHANCE,X2,1.3827464788732393,88.0,65.42,2,1,-9.55,True,True,1.15,2.3,1.15,-1.15
2026-03-12,A,A,GOL,Under 2.5,1.73,36.4,55.08,4,1,-4.71,True,True,0.73,2.92,0.73,-2.19
2026-03-12,C,C,SEGNO,2,5.75,40.0,42.86,3,8,146.44,False,True,9.5,28.5,76.0,47.5
2026-03-12,A,A,GOL,Under 2.5,1.45,70.6,84.56,8,10,22.62,False,True,0.45,3.6,4.5,0.8999999999999999
2026-03-12,A+S,A+S,DOPPIA_CHANCE,1X,1.3876106194690265,76.6,55.69,6,1,-22.73,True,True,1.55,9.3,1.55,-7.750000000000001
2026-03-12,A,A,GOL,Under 2.5,1.73,35.0,55.08,3,1,-4.71,True,True,0.73,2.19,0.73,-1.46
2026-03-12,MC_xdraw,C-derivati,SEGNO,X,3.1,70.0,42.11,2,4,30.54,False,False,-4.0,-8.0,-16.0,-8.0
2026-03-12,C,C,SEGNO,2,1.95,55.0,60.55,2,5,18.07,False,False,-1.0,-2.0,-5.0,-3.0
2026-03-12,C_screm,C-derivati,DOPPIA_CHANCE,X2,2.08,40.0,57.61,3,5,19.83,False,True,1.08,3.24,5.4,2.16
2026-03-13,A,A,GOL,Under 2.5,1.47,58.9,63.16,6,1,-7.15,True,True,0.47,2.82,0.47,-2.3499999999999996
2026-03-13,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.47,56.0,70.77,2,2,4.03,False,True,0.47,0.94,0.94,0.0
2026-03-13,A+S,A+S,GOL,Over 2.5,1.55,61.2,66.38,6,1,2.89,False,False,-1.0,-6.0,-1.0,5.0
2026-03-13,A,A,GOL,Under 2.5,1.35,72.4,84.56,8,10,14.16,False,False,-1.0,-8.0,-10.0,-2.0
2026-03-13,A+S,A+S,GOL,Over 2.5,1.65,55.8,61.32,3,1,1.18,False,False,-1.0,-3.0,-1.0,2.0
2026-03-13,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.54,62.0,63.64,8,1,-1.99,True,True,0.54,4.32,0.54,-3.7800000000000002
2026-03-13,A+S,A+S,GOL,Over 2.5,1.48,52.7,61.32,3,1,-9.25,True,False,-1.0,-3.0,-1.0,2.0
2026-03-13,C,C,SEGNO,2,1.9,46.0,42.86,5,1,-18.57,True,False,-1.0,-5.0,-1.0,4.0
2026-03-13,A,A,GOL,Under 2.5,1.95,60.7,62.5,6,6,21.88,False,True,4.75,28.5,28.5,0.0
2026-03-13,A_mg,Altro,GOL,MG 2-3,1.88,46.7,40.48,7,1,-23.91,True,True,0.88,6.16,0.88,-5.28
2026-03-13,C,C,SEGNO,1,1.5,47.0,42.86,5,1,-35.71,True,True,0.5,2.5,0.5,-2.0
2026-03-13,A+S,A+S,GOL,Over 2.5,1.63,58.9,61.32,7,1,-0.05,True,False,-1.0,-7.0,-1.0,6.0
2026-03-13,A+S,A+S,GOL,Over 2.5,1.65,56.6,61.32,3,1,1.18,False,False,-1.0,-3.0,-1.0,2.0
2026-03-13,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.57,50.0,70.77,4,5,11.11,False,True,0.57,2.28,2.8499999999999996,0.5699999999999998
2026-03-13,C,C,SEGNO,2,5.0,47.0,42.86,5,7,114.3,False,False,-3.0,-15.0,-21.0,-6.0
2026-03-13,C_screm,C-derivati,DOPPIA_CHANCE,X2,2.02,47.0,57.61,5,4,16.37,False,False,-1.0,-5.0,-4.0,1.0
2026-03-13,C,C,SEGNO,1,1.8,48.0,42.86,4,1,-22.85,True,True,0.8,3.2,0.8,-2.4000000000000004
2026-03-13,A,A,GOL,Under 2.5,1.4,55.5,63.16,3,1,-11.58,True,True,0.4,1.2000000000000002,0.4,-0.8000000000000002
2026-03-13,C,C,SEGNO,1,2.05,43.0,42.86,1,1,-12.14,True,True,1.05,1.05,1.05,0.0
2026-03-13,A+S,A+S,GOL,Over 1.5,1.35,60.9,66.38,6,1,-10.39,True,True,0.35,2.0999999999999996,0.35,-1.7499999999999996
2026-03-13,C,C,SEGNO,1,2.0,44.0,42.86,1,1,-14.28,True,True,1.0,1.0,1.0,0.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.53,58.6,61.32,3,1,-6.18,True,False,-1.0,-3.0,-1.0,2.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.6,65.2,66.38,5,3,6.21,False,True,1.2,6.0,3.5999999999999996,-2.4000000000000004
2026-03-14,C,C,SEGNO,1,4.2,50.0,60.55,4,10,154.31,False,True,12.8,51.2,128.0,76.8
2026-03-14,C_screm,C-derivati,DOPPIA_CHANCE,1X,2.05,50.0,70.77,4,10,45.08,False,True,1.05,4.2,10.5,6.3
2026-03-14,A+S,A+S,GOL,Over 2.5,1.55,57.7,61.32,3,1,-4.95,True,False,-1.0,-3.0,-1.0,2.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.6,56.6,61.32,3,1,-1.89,True,False,-1.0,-3.0,-1.0,2.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.57,58.6,61.32,7,1,-3.73,True,False,-1.0,-7.0,-1.0,6.0
2026-03-14,A+S,A+S,GOL,Over 1.5,1.35,55.1,61.32,4,1,-17.22,True,True,0.35,1.4,0.35,-1.0499999999999998
2026-03-14,C,C,SEGNO,2,1.53,80.0,67.35,1,1,3.05,False,False,-5.0,-5.0,-5.0,0.0
2026-03-14,C,C,SEGNO,1,1.6,66.0,60.61,9,1,-3.02,True,True,0.6,5.3999999999999995,0.6,-4.8
2026-03-14,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.47,43.0,57.61,1,1,-15.31,True,False,-1.0,-1.0,-1.0,0.0
2026-03-14,C_screm,C-derivati,GOL,Over 1.5,1.38,43.0,63.5,10,1,-12.38,True,True,0.38,3.8,0.38,-3.42
2026-03-14,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.64,54.0,70.77,2,6,16.06,False,False,-1.0,-2.0,-6.0,-4.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.35,68.3,66.38,5,1,-10.39,True,False,-1.0,-5.0,-1.0,4.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.45,58.3,61.32,3,1,-11.09,True,False,-1.0,-3.0,-1.0,2.0
2026-03-14,A+S_mg,A+S,GOL,MG 1-2,1.57,55.9,61.32,3,1,-3.73,True,True,0.57,1.71,0.57,-1.1400000000000001
2026-03-14,A+S,A+S,GOL,Over 2.5,1.65,65.5,66.38,5,4,9.53,False,False,-3.0,-15.0,-12.0,3.0
2026-03-14,C,C,GOL,Goal,1.77,62.0,55.32,2,1,-2.08,True,False,-1.0,-2.0,-1.0,1.0
2026-03-14,A+S,A+S,DOPPIA_CHANCE,X2,1.44,57.1,84.17,6,10,21.21,False,True,0.44,2.64,4.4,1.7600000000000002
2026-03-14,C,C,GOL,Goal,1.55,75.0,69.86,5,4,8.28,False,True,1.65,8.25,6.6,-1.6500000000000004
2026-03-14,A,A,GOL,Under 2.5,1.45,67.3,62.5,5,1,-9.38,True,False,-1.0,-5.0,-1.0,4.0
2026-03-14,C,C,SEGNO,1,1.55,49.0,42.86,4,1,-33.57,True,False,-1.0,-4.0,-1.0,3.0
2026-03-14,C_screm,C-derivati,GOL,Over 1.5,1.35,50.0,70.13,10,1,-5.32,True,True,0.35,3.5,0.35,-3.15
2026-03-14,C,C,GOL,Goal,1.5,69.0,55.32,7,1,-17.02,True,True,0.5,3.5,0.5,-3.0
2026-03-14,C_screm,C-derivati,GOL,Over 1.5,1.35,50.0,70.13,10,1,-5.32,True,True,0.35,3.5,0.35,-3.15
2026-03-14,C,C,GOL,Goal,1.7,69.0,55.32,7,1,-5.96,True,True,2.1,14.700000000000001,2.1,-12.600000000000001
2026-03-14,C_screm,C-derivati,GOL,Over 1.5,1.35,69.0,64.81,7,1,-12.51,True,True,0.35,2.4499999999999997,0.35,-2.0999999999999996
2026-03-14,C_screm,C-derivati,GOL,Over 1.5,1.47,76.0,55.0,5,1,-19.15,True,False,-1.0,-5.0,-1.0,4.0
2026-03-14,C,C,GOL,Goal,1.67,63.0,55.32,4,1,-7.62,True,True,0.67,2.68,0.67,-2.0100000000000002
2026-03-14,C,C,SEGNO,2,1.95,62.0,60.61,8,5,18.19,False,False,-2.0,-16.0,-10.0,6.0
2026-03-14,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.44,53.0,70.77,7,1,1.91,False,False,-1.0,-7.0,-1.0,6.0
2026-03-14,C,C,SEGNO,1,2.0,48.0,42.86,4,1,-14.28,True,False,-1.0,-4.0,-1.0,3.0
2026-03-14,C_hw,C-derivati,SEGNO,1,1.62,75.0,42.11,9,1,-31.78,True,False,-3.0,-27.0,-3.0,24.0
2026-03-14,C,C,SEGNO,1,1.8,52.0,60.55,7,3,8.99,False,False,-1.0,-7.0,-3.0,4.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.53,72.1,70.21,8,4,7.42,False,True,2.65,21.2,10.6,-10.6
2026-03-14,A_mg,Altro,GOL,MG 2-3,1.88,46.8,40.48,4,1,-23.91,True,True,0.88,3.52,0.88,-2.64
2026-03-14,C,C,SEGNO,2,1.62,89.0,67.35,8,4,9.11,False,False,-8.0,-64.0,-32.0,32.0
2026-03-14,C_hw,C-derivati,SEGNO,1,1.62,75.0,42.11,5,1,-31.78,True,True,1.86,9.3,1.86,-7.44
2026-03-14,C,C,GOL,Goal,1.6,68.0,55.32,3,1,-11.49,True,False,-2.0,-6.0,-2.0,4.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.45,66.4,66.38,5,1,-3.75,True,True,0.45,2.25,0.45,-1.8
2026-03-14,C_screm,C-derivati,GOL,Over 1.5,1.35,68.0,64.81,3,1,-12.51,True,False,-1.0,-3.0,-1.0,2.0
2026-03-14,C,C,SEGNO,2,1.53,77.0,57.89,9,1,-11.43,True,False,-4.0,-36.0,-4.0,32.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.53,66.6,66.38,5,1,1.56,False,False,-1.0,-5.0,-1.0,4.0
2026-03-14,A,A,GOL,Under 2.5,2.3,60.3,62.5,8,8,43.75,False,True,9.1,72.8,72.8,0.0
2026-03-14,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.91,52.0,70.77,7,10,35.17,False,True,0.91,6.37,9.1,2.7299999999999995
2026-03-14,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.39,59.0,70.77,10,1,-1.63,True,True,0.39,3.9000000000000004,0.39,-3.5100000000000002
2026-03-14,A,A,GOL,Under 2.5,1.35,65.4,62.5,8,1,-15.62,True,True,0.35,2.8,0.35,-2.4499999999999997
2026-03-14,C_mg,C-derivati,GOL,MG 1-2,1.51,58.2,70.13,2,3,5.9,False,True,0.51,1.02,1.53,0.51
2026-03-14,C,C,GOL,Goal,2.2,60.0,55.32,2,5,21.7,False,False,-2.0,-4.0,-10.0,-6.0
2026-03-14,C_screm,C-derivati,GOL,Over 1.5,1.45,55.0,70.13,1,1,1.69,False,False,-1.0,-1.0,-1.0,0.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.45,67.8,66.38,5,1,-3.75,True,True,0.45,2.25,0.45,-1.8
2026-03-14,A+S,A+S,DOPPIA_CHANCE,1X,1.36,49.5,56.95,6,1,-22.54,True,False,-1.0,-6.0,-1.0,5.0
2026-03-14,C,C,SEGNO,2,1.86,77.0,57.89,9,2,7.68,False,False,-6.0,-54.0,-12.0,42.0
2026-03-14,C,C,SEGNO,1,1.5,50.0,60.55,4,1,-9.18,True,True,0.5,2.0,0.5,-1.5
2026-03-14,C,C,SEGNO,1,1.53,50.0,60.55,4,1,-7.36,True,True,0.53,2.12,0.53,-1.59
2026-03-14,C_mg,C-derivati,GOL,MG 2-3,1.87,47.0,63.5,4,5,18.74,False,True,0.87,3.48,4.35,0.8699999999999997
2026-03-14,C_screm,C-derivati,GOL,Over 1.5,1.35,85.0,70.81,10,1,-4.41,True,True,0.35,3.5,0.35,-3.15
2026-03-14,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.45,61.0,63.64,8,1,-7.72,True,True,0.45,3.6,0.45,-3.15
2026-03-14,A_mg,Altro,GOL,MG 2-3,1.87,47.0,40.48,4,1,-24.31,True,True,0.87,3.48,0.87,-2.61
2026-03-14,C,C,GOL,Goal,1.53,79.0,69.86,8,3,6.89,False,False,-4.0,-32.0,-12.0,20.0
2026-03-14,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.5,41.0,57.61,3,1,-13.59,True,True,0.5,1.5,0.5,-1.0
2026-03-14,A,A,GOL,Under 2.5,1.53,57.9,63.16,7,1,-3.37,True,True,0.53,3.71,0.53,-3.1799999999999997
2026-03-14,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.56,65.0,63.64,6,1,-0.72,True,False,-1.0,-6.0,-1.0,5.0
2026-03-14,A_mg,Altro,GOL,MG 2-3,1.87,47.0,40.48,3,1,-24.31,True,False,-1.0,-3.0,-1.0,2.0
2026-03-14,C,C,SEGNO,1,1.5,51.0,60.55,7,1,-9.18,True,True,0.5,3.5,0.5,-3.0
2026-03-14,A+S,A+S,GOL,Over 2.5,1.42,75.6,70.21,4,1,-0.3,True,True,1.68,6.72,1.68,-5.04
2026-03-14,C,C,GOL,Over 3.5,1.63,77.0,69.86,5,6,13.87,False,True,3.15,15.75,18.9,3.1499999999999986
2026-03-14,C,C,GOL,Goal,1.57,74.0,69.86,6,4,9.68,False,False,-3.0,-18.0,-12.0,6.0
2026-03-15,A+S_mg,A+S,GOL,MG 1-2,1.56,56.5,61.32,3,1,-4.34,True,True,0.56,1.6800000000000002,0.56,-1.12
2026-03-15,A+S,A+S,GOL,Over 2.5,1.45,74.4,70.21,8,1,1.8,False,True,1.8,14.4,1.8,-12.6
2026-03-15,C_screm,C-derivati,GOL,Over 1.5,1.38,67.0,64.81,3,1,-10.56,True,True,0.38,1.1400000000000001,0.38,-0.7600000000000001
2026-03-15,C_mg,C-derivati,GOL,MG 1-2,1.62,54.5,70.13,4,5,13.61,False,True,0.62,2.48,3.1,0.6200000000000001
2026-03-15,A+S,A+S,GOL,Over 2.5,1.6,56.7,61.32,7,1,-1.89,True,False,-1.0,-7.0,-1.0,6.0
2026-03-15,C,C,SEGNO,2,1.91,65.0,60.61,6,4,15.77,False,True,2.73,16.38,10.92,-5.459999999999999
2026-03-15,A+S,A+S,GOL,Over 2.5,1.65,60.7,66.38,3,4,9.53,False,True,0.65,1.9500000000000002,2.6,0.6499999999999999
2026-03-15,A,A,GOL,Under 2.5,1.48,55.4,63.16,7,1,-6.52,True,False,-1.0,-7.0,-1.0,6.0
2026-03-15,C,C,SEGNO,2,1.73,84.0,67.35,10,6,16.52,False,True,5.11,51.1,30.660000000000004,-20.439999999999998
2026-03-15,A+S,A+S,GOL,Over 2.5,1.4,74.3,70.21,8,1,-1.71,True,True,1.2,9.6,1.2,-8.4
